"Age","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
30,147088,579,40,2,6.9,60,"PhD","Part-time","Divorced","No",0,0.29341
23,101755,612,103,2,8.3,48,"Bachelor's","Self-employed","Single","No",0,0.43175
27,88296,412,98,2,3.65,48,"Master's","Part-time","Single","Yes",0,1.35962
49,151120,504,88,1,23.31,48,"Master's","Full-time","Married","Yes",0,0.91803
25,235277,701,79,1,15.07,12,"High School","Full-time","Married","Yes",0,0.83986
39,220609,394,20,2,22.08,60,"High School","Full-time","Married","Yes",0,0.32752
25,60249,613,90,2,4.93,60,"Master's","Part-time","Single","No",0,1.43825
35,35918,469,43,3,22.96,12,"High School","Unemployed","Married","Yes",0,0.84508
60,31308,823,55,2,7.45,48,"High School","Full-time","Single","No",0,0.35639
24,93112,672,118,3,14.6,60,"High School","Self-employed","Married","Yes",0,0.22989
63,237711,847,69,4,14.82,36,"PhD","Self-employed","Divorced","No",0,1.40128
32,57120,594,87,4,11.78,24,"Master's","Full-time","Married","No",0,0.80597
24,118020,461,97,4,4.98,24,"Bachelor's","Part-time","Single","No",0,1.48875
69,102771,754,73,4,8.33,60,"High School","Unemployed","Divorced","Yes",0,1.47687
54,95714,479,99,3,18.09,48,"Bachelor's","Self-employed","Married","No",0,0.81624
60,242414,424,109,1,10.3,36,"Bachelor's","Self-employed","Single","Yes",0,1.24437
30,202826,557,89,1,15.16,36,"Bachelor's","Unemployed","Single","No",0,1.35916
55,140662,842,60,4,9.48,36,"PhD","Unemployed","Single","Yes",0,1.42884
43,64581,326,54,1,8.41,24,"Master's","Part-time","Divorced","Yes",0,0.34451
49,88378,532,13,3,5.71,60,"Bachelor's","Unemployed","Single","Yes",0,0.86885
54,69081,650,42,1,24.84,36,"PhD","Full-time","Single","No",0,0.52487
37,47670,688,39,3,10.56,48,"PhD","Full-time","Single","No",0,0.95758
21,138233,838,57,3,20.85,12,"PhD","Self-employed","Single","Yes",0,1.27348
26,107367,606,9,1,18.4,12,"Master's","Full-time","Divorced","Yes",0,0.93852
58,201530,432,88,4,2.73,60,"High School","Unemployed","Divorced","No",1,0.2157
26,55364,698,2,4,2.09,24,"Bachelor's","Full-time","Single","Yes",0,1.48622
23,149722,616,31,4,23.73,24,"High School","Self-employed","Divorced","No",1,0.68911
28,40809,308,22,2,19.39,24,"High School","Full-time","Married","No",1,1.43191
63,129006,794,8,1,24.22,36,"PhD","Unemployed","Divorced","No",0,1.4206
51,130664,326,118,4,7.31,24,"High School","Unemployed","Married","No",0,0.87469
48,213823,769,47,4,8.89,12,"PhD","Self-employed","Single","Yes",0,1.08384
66,151226,673,77,1,22.28,60,"Bachelor's","Full-time","Married","Yes",0,0.31468
65,164616,776,49,2,2.27,36,"Master's","Unemployed","Single","Yes",0,0.46932
54,146356,712,45,3,2.57,48,"Bachelor's","Part-time","Single","Yes",0,0.20453
63,27297,646,26,4,8.45,12,"PhD","Self-employed","Married","No",0,1.18856
44,100781,761,15,4,17.13,12,"PhD","Self-employed","Single","No",0,0.46865
31,111825,519,79,1,5.22,60,"PhD","Unemployed","Single","Yes",0,1.37258
56,204148,746,69,4,24.9,24,"Master's","Part-time","Divorced","No",0,0.64502
28,237268,548,72,1,16.6,36,"PhD","Self-employed","Divorced","Yes",0,1.28748
48,115093,331,46,1,12.17,12,"Bachelor's","Unemployed","Divorced","No",0,0.50353
47,122935,620,93,2,20.2,60,"High School","Full-time","Married","No",1,1.27769
53,166211,381,49,3,24.9,60,"Master's","Self-employed","Married","No",0,1.06506
30,27136,507,72,3,6.17,60,"High School","Self-employed","Married","Yes",0,1.39229
61,138600,778,90,2,23.72,36,"Master's","Part-time","Married","No",0,1.20826
64,174806,791,66,2,21.72,48,"Bachelor's","Self-employed","Single","Yes",0,0.18953
63,169737,502,1,2,4.26,12,"Bachelor's","Unemployed","Single","Yes",0,0.97204
19,209623,812,73,4,3.92,36,"PhD","Unemployed","Divorced","Yes",0,1.24171
38,212173,565,26,4,16.46,60,"PhD","Self-employed","Married","Yes",0,0.55756
28,124899,595,36,2,22.85,24,"PhD","Self-employed","Divorced","Yes",0,0.19961
51,240161,632,9,1,17.89,24,"Bachelor's","Part-time","Married","No",0,1.18746
54,105228,839,9,2,20.24,24,"High School","Full-time","Divorced","Yes",0,1.13806
57,39775,663,9,1,9.41,24,"Bachelor's","Unemployed","Single","Yes",0,1.30115
49,242005,834,5,3,16.4,60,"Bachelor's","Unemployed","Divorced","No",0,0.48189
19,128113,599,72,1,23.65,24,"Bachelor's","Part-time","Divorced","No",0,0.6715
41,183546,641,109,1,24.88,12,"Bachelor's","Part-time","Married","Yes",0,0.92476
64,155344,697,67,1,3.66,48,"Bachelor's","Part-time","Single","Yes",0,1.18252
61,154985,344,94,1,19.08,24,"PhD","Unemployed","Married","Yes",0,0.75528
44,123600,509,35,4,9.9,36,"Bachelor's","Part-time","Single","No",0,0.21415
43,220507,577,15,1,7.8,36,"Master's","Self-employed","Married","No",0,0.69707
63,229809,584,69,1,19.5,12,"PhD","Part-time","Married","Yes",0,0.23444
32,110384,402,101,1,6.58,12,"PhD","Unemployed","Married","Yes",0,1.45545
19,102767,548,77,2,23.27,36,"High School","Part-time","Divorced","No",1,1.45914
59,69411,550,93,4,2.55,36,"Bachelor's","Part-time","Single","No",0,1.37858
61,98087,537,25,3,19.46,36,"PhD","Unemployed","Single","Yes",0,0.78258
66,232748,633,111,1,21.17,36,"PhD","Part-time","Divorced","No",0,0.76413
64,244048,318,30,4,9.74,24,"PhD","Self-employed","Married","Yes",0,1.19331
67,10819,698,1,1,6.07,48,"High School","Full-time","Divorced","No",0,0.44107
63,135148,696,108,4,18.43,60,"High School","Self-employed","Married","No",0,1.34646
55,47921,580,105,3,12.75,60,"High School","Part-time","Divorced","Yes",0,1.10633
18,129945,761,32,2,10.01,36,"Bachelor's","Full-time","Married","Yes",0,0.87994
43,234565,622,83,2,9.38,36,"PhD","Full-time","Divorced","Yes",0,0.24345
54,21531,612,23,2,10.92,48,"Master's","Self-employed","Divorced","No",0,0.23672
23,128490,821,100,4,13.93,60,"Master's","Self-employed","Married","No",1,0.83737
32,193199,639,59,4,7.97,48,"Bachelor's","Full-time","Married","Yes",0,0.51419
49,67249,644,74,2,12.07,12,"High School","Self-employed","Single","No",1,1.45963
58,48171,477,103,1,23.45,48,"Bachelor's","Part-time","Married","No",0,0.83483
68,202017,300,84,2,10.74,24,"High School","Unemployed","Married","No",0,1.02253
22,147613,520,80,4,6.93,60,"Bachelor's","Full-time","Single","No",0,1.08842
49,70363,402,93,3,10.27,24,"PhD","Full-time","Single","Yes",0,0.73625
45,230368,595,78,2,5.69,36,"PhD","Self-employed","Divorced","Yes",0,0.53704
29,236147,444,37,4,20.01,48,"Master's","Self-employed","Single","No",0,1.12039
54,66584,512,63,4,14.1,24,"Bachelor's","Unemployed","Single","Yes",0,0.61748
34,7318,835,51,4,18.66,36,"High School","Unemployed","Divorced","No",0,0.90478
25,25365,817,73,1,12.38,60,"Master's","Part-time","Divorced","Yes",0,0.15769
37,20898,502,16,2,20.33,36,"PhD","Part-time","Single","Yes",0,0.29711
22,241800,619,45,1,10.28,60,"Master's","Unemployed","Single","Yes",0,1.42269
26,12442,500,41,4,9.88,12,"Master's","Part-time","Single","Yes",0,0.63225
22,52055,770,69,2,8.28,12,"High School","Self-employed","Married","No",0,0.61444
18,158359,589,38,3,11.36,24,"High School","Full-time","Married","Yes",1,1.28036
40,23320,539,66,3,24.65,12,"Bachelor's","Self-employed","Divorced","Yes",0,0.63253
68,19488,425,18,4,11.28,60,"Bachelor's","Unemployed","Married","No",0,1.01741
48,213240,748,65,3,9.34,48,"PhD","Unemployed","Married","Yes",0,0.33566
44,231705,769,17,1,22.33,60,"PhD","Full-time","Divorced","No",0,0.88466
62,212429,652,63,1,8.39,12,"Master's","Part-time","Married","Yes",0,0.43849
60,111042,793,1,1,19.82,48,"High School","Unemployed","Married","Yes",0,1.39913
19,85289,608,57,1,7.73,24,"Bachelor's","Self-employed","Married","Yes",0,1.29361
53,192623,597,15,2,16.36,60,"PhD","Full-time","Divorced","Yes",1,0.76835
32,230476,452,32,2,7.87,12,"High School","Self-employed","Divorced","No",0,1.02992
44,63897,458,2,3,15.23,24,"Master's","Part-time","Single","Yes",0,0.90173
28,133291,737,40,4,21.6,12,"PhD","Part-time","Divorced","Yes",0,0.67406
62,104387,709,14,3,19.56,24,"High School","Self-employed","Divorced","No",0,0.6128
38,44174,735,21,3,5.1,48,"High School","Full-time","Divorced","Yes",0,0.16866
49,16391,541,99,2,6.41,60,"Master's","Self-employed","Divorced","Yes",0,0.5488
59,180620,443,41,2,13.72,12,"Master's","Self-employed","Single","No",0,0.92812
66,132957,497,86,2,23.69,24,"Bachelor's","Unemployed","Divorced","Yes",0,0.65252
38,24312,317,91,4,21.09,24,"PhD","Part-time","Married","No",0,1.02127
55,192401,757,74,3,2.17,36,"Bachelor's","Part-time","Single","No",0,1.0742
39,92744,447,35,2,6.73,12,"PhD","Full-time","Divorced","No",0,0.87718
55,48212,842,60,3,4.71,36,"PhD","Self-employed","Single","No",0,1.01534
47,214078,418,66,1,21.31,48,"High School","Self-employed","Married","Yes",0,1.09008
31,78855,635,32,2,4.29,24,"PhD","Self-employed","Married","Yes",0,0.89703
20,60772,841,33,3,17.98,24,"High School","Full-time","Divorced","No",0,0.66009
63,232005,838,98,3,24.12,24,"PhD","Self-employed","Divorced","No",0,1.33241
48,147730,736,68,2,22.38,12,"Master's","Full-time","Married","Yes",0,0.59268
24,100401,471,76,1,14.06,36,"Bachelor's","Full-time","Married","No",0,0.6165
23,90351,772,66,2,20.76,24,"High School","Part-time","Single","No",0,0.86882
32,111980,760,86,2,19.77,24,"Master's","Full-time","Single","No",0,1.29074
62,189363,401,60,2,19.63,36,"PhD","Unemployed","Divorced","Yes",0,0.60346
26,245782,781,37,1,2.79,24,"Bachelor's","Unemployed","Divorced","No",0,1.31852
58,139227,521,39,2,18.04,12,"Bachelor's","Unemployed","Single","Yes",0,1.02837
67,5541,402,56,1,14.28,48,"High School","Full-time","Divorced","No",0,1.1272
49,74869,620,91,1,9.14,60,"Master's","Part-time","Married","Yes",0,0.46205
37,29575,562,13,4,7.9,12,"Master's","Unemployed","Single","No",0,0.49949
20,63873,603,21,3,9.82,12,"Master's","Full-time","Divorced","No",0,0.44861
44,27193,555,104,3,19.99,60,"Bachelor's","Self-employed","Married","No",0,0.42118
50,156055,814,102,1,9.78,24,"PhD","Unemployed","Married","Yes",1,1.44002
64,116731,691,14,2,7.3,24,"Master's","Unemployed","Married","No",0,0.98812
31,15144,381,88,1,22.49,48,"High School","Unemployed","Married","No",0,0.74574
46,85177,478,41,4,23.2,12,"High School","Unemployed","Married","Yes",0,0.65175
56,74488,497,41,2,11.93,48,"PhD","Part-time","Single","Yes",0,1.42615
62,230513,465,55,4,15.13,60,"Master's","Full-time","Divorced","Yes",0,0.49332
38,94637,462,51,2,9.53,48,"Master's","Self-employed","Married","Yes",0,1.48262
25,179517,546,12,1,24.3,48,"Bachelor's","Self-employed","Single","No",0,1.2038
51,78927,691,83,1,19.22,60,"High School","Unemployed","Divorced","No",0,1.15133
62,174238,704,69,3,6.28,36,"Master's","Full-time","Divorced","Yes",0,0.21413
44,129695,732,1,2,6.16,60,"Bachelor's","Full-time","Divorced","No",0,0.58839
33,140201,664,116,4,3.44,36,"PhD","Self-employed","Divorced","Yes",0,1.4467
47,106351,649,91,2,22.86,48,"High School","Self-employed","Single","Yes",0,0.39599
58,34112,532,111,2,20.23,60,"Master's","Part-time","Single","Yes",0,0.7457
57,228103,746,106,3,16.26,48,"Bachelor's","Part-time","Divorced","Yes",0,1.1858
61,213001,529,19,4,9.32,12,"PhD","Unemployed","Married","Yes",0,1.08847
34,97218,602,87,1,19.34,12,"Master's","Full-time","Single","No",0,0.98365
50,249184,486,56,4,16.13,12,"High School","Unemployed","Single","Yes",1,1.38846
67,165667,451,100,2,10.85,36,"Master's","Full-time","Married","Yes",1,1.14838
22,214197,388,83,1,5.32,48,"Bachelor's","Unemployed","Divorced","Yes",1,0.22013
25,226842,739,39,1,6.01,48,"Bachelor's","Self-employed","Single","No",1,0.33326
60,97269,457,49,1,7.47,48,"High School","Full-time","Single","Yes",1,0.6473
48,132977,753,3,2,19.37,36,"High School","Self-employed","Divorced","Yes",0,0.4526
63,141393,763,16,3,9.03,24,"High School","Part-time","Divorced","Yes",0,1.14415
22,99128,487,65,2,11.41,48,"High School","Part-time","Married","No",0,0.49162
50,7045,759,3,2,22.6,36,"Master's","Unemployed","Single","No",0,0.83491
43,13191,488,80,3,22.01,48,"Bachelor's","Full-time","Single","No",1,1.2974
58,66343,391,106,3,18.11,36,"Master's","Self-employed","Single","Yes",1,1.08387
31,46957,624,29,2,13.54,60,"High School","Full-time","Single","Yes",0,0.20693
37,55788,432,53,3,7.83,12,"Master's","Part-time","Married","No",1,1.28188
56,31484,826,89,1,24.03,60,"Bachelor's","Part-time","Married","Yes",0,0.60181
31,99583,599,119,2,18.48,48,"Master's","Full-time","Divorced","Yes",0,0.25499
39,91896,531,36,2,18.09,12,"Bachelor's","Part-time","Divorced","Yes",0,1.37637
27,24556,847,116,1,5.84,12,"Master's","Full-time","Married","Yes",0,0.23413
45,231782,606,33,3,23.96,24,"PhD","Unemployed","Single","No",0,0.69986
31,241464,473,93,4,17.14,36,"PhD","Self-employed","Married","Yes",1,0.23352
60,240992,395,32,1,12.21,36,"High School","Unemployed","Single","No",0,1.30673
34,197555,593,31,1,8.8,24,"High School","Part-time","Single","Yes",0,1.49417
18,228776,608,114,1,2.03,12,"PhD","Unemployed","Married","Yes",0,0.68251
19,10791,762,50,2,21.55,12,"Master's","Unemployed","Married","Yes",0,0.34579
50,121738,727,24,2,3.11,12,"Bachelor's","Self-employed","Married","No",0,0.84318
45,208048,549,17,2,13.69,24,"PhD","Full-time","Married","Yes",0,0.945
52,89822,632,72,2,8.72,48,"High School","Self-employed","Divorced","No",0,1.2945
37,161781,463,91,1,23.59,36,"High School","Self-employed","Single","Yes",0,1.13701
41,70338,360,47,2,10.8,48,"High School","Self-employed","Single","No",0,1.45058
31,172419,510,46,2,9.16,60,"Bachelor's","Self-employed","Single","Yes",0,1.38556
20,212922,828,65,1,23.71,48,"Bachelor's","Part-time","Married","No",0,0.53289
60,8955,375,113,2,23.78,12,"PhD","Self-employed","Married","No",0,0.54249
58,242124,651,111,1,10.37,12,"PhD","Part-time","Married","Yes",0,0.9506
23,99128,739,38,4,6.85,60,"Master's","Part-time","Divorced","Yes",1,1.24557
30,6519,523,111,4,12.4,24,"High School","Full-time","Divorced","No",0,1.11475
51,91566,482,26,2,2.83,60,"Master's","Full-time","Divorced","Yes",0,1.18391
47,161731,418,119,2,5.66,60,"Master's","Part-time","Married","Yes",0,1.0013
59,146756,787,59,4,12.58,36,"PhD","Self-employed","Married","Yes",0,1.00269
51,26085,546,102,2,18.98,24,"High School","Part-time","Divorced","No",0,0.41779
21,99864,412,94,1,23.96,24,"High School","Part-time","Married","No",0,0.90144
60,207900,371,81,2,4.24,60,"Bachelor's","Self-employed","Divorced","No",0,1.20382
51,213035,530,51,3,4.65,60,"Master's","Full-time","Divorced","Yes",0,0.35777
41,65518,313,72,3,14.19,60,"High School","Full-time","Married","Yes",0,0.83283
34,85088,673,119,2,9.38,48,"PhD","Part-time","Married","No",0,0.32139
57,212980,571,94,2,17.82,36,"Bachelor's","Self-employed","Divorced","No",0,1.1041
20,144210,756,118,3,6.44,48,"PhD","Part-time","Married","No",0,0.81854
32,194130,466,10,2,11.85,12,"High School","Part-time","Single","No",0,1.14726
52,133898,395,67,4,19.88,36,"PhD","Part-time","Married","No",0,1.4807
47,204637,339,60,3,11.25,36,"Bachelor's","Part-time","Married","Yes",0,0.16145
21,225390,784,44,1,22.48,24,"Master's","Unemployed","Single","Yes",1,0.51558
21,224770,820,93,2,17.48,24,"PhD","Part-time","Divorced","Yes",0,1.28395
23,92114,620,109,1,5.62,48,"Bachelor's","Part-time","Married","No",0,0.70887
59,82091,370,74,4,23.13,48,"Bachelor's","Part-time","Married","No",0,0.50529
67,54668,653,40,1,23.22,48,"PhD","Full-time","Single","No",0,1.11883
49,81228,678,79,1,22.91,12,"Bachelor's","Self-employed","Single","Yes",0,1.44983
54,48051,617,39,4,21.02,12,"Master's","Unemployed","Married","Yes",0,1.41037
33,23663,421,70,3,17.17,48,"Master's","Part-time","Divorced","Yes",0,1.17888
28,159073,319,22,1,21.87,48,"Bachelor's","Self-employed","Divorced","Yes",0,0.81239
40,107491,382,41,3,17.43,48,"Bachelor's","Part-time","Divorced","Yes",0,0.2698
21,6966,696,42,2,19.3,36,"Master's","Unemployed","Married","Yes",0,0.85675
52,19019,572,70,4,6.44,60,"Master's","Unemployed","Married","Yes",0,0.88456
60,73219,516,57,1,23.06,48,"High School","Self-employed","Divorced","No",0,0.75128
36,8909,748,110,2,24.58,24,"Bachelor's","Full-time","Divorced","No",0,0.3857
60,118203,303,70,4,9.71,48,"PhD","Part-time","Divorced","Yes",0,0.58543
42,125919,349,107,4,12.89,12,"Master's","Self-employed","Single","Yes",0,1.2287
65,43351,417,55,4,22.98,12,"Bachelor's","Unemployed","Divorced","No",0,0.84646
23,85666,824,54,3,16.35,12,"High School","Full-time","Single","No",0,1.40055
36,198480,304,29,3,15.95,48,"PhD","Self-employed","Single","Yes",1,0.26296
48,239187,444,107,3,19.24,36,"High School","Part-time","Single","No",0,0.93509
32,178868,609,1,4,24.56,24,"Bachelor's","Unemployed","Married","Yes",0,0.89016
64,21345,698,6,3,10.79,24,"High School","Full-time","Married","No",0,0.17624
30,149465,588,31,4,20.45,12,"High School","Unemployed","Married","Yes",1,0.42034
55,92393,782,35,3,19.14,12,"Master's","Unemployed","Divorced","No",0,1.10234
33,111203,797,71,2,12.34,48,"High School","Self-employed","Divorced","No",1,0.6557
21,208083,353,57,3,9.65,12,"PhD","Self-employed","Single","No",1,1.45043
66,137886,837,7,2,12.32,48,"Bachelor's","Part-time","Married","No",0,0.54603
39,71702,556,67,1,7.98,48,"High School","Full-time","Married","Yes",0,0.29366
56,116973,770,88,4,10.9,36,"PhD","Full-time","Single","Yes",1,0.18408
27,197949,341,88,1,9.17,60,"PhD","Self-employed","Married","Yes",0,1.48662
46,63579,514,1,3,7.71,12,"PhD","Part-time","Divorced","Yes",0,1.27254
59,230866,389,87,2,23.14,60,"PhD","Full-time","Divorced","Yes",0,1.39748
41,23271,454,79,3,24.92,48,"Bachelor's","Self-employed","Single","No",0,0.20211
62,87911,369,106,1,12.5,36,"High School","Unemployed","Single","Yes",0,0.44717
28,233480,661,4,1,15.22,24,"Master's","Self-employed","Divorced","No",0,0.83204
45,71218,517,64,2,19.2,12,"PhD","Self-employed","Divorced","Yes",0,1.31729
41,180122,817,7,4,16.99,24,"High School","Full-time","Married","No",0,1.09626
66,59838,630,81,3,3.51,12,"High School","Part-time","Single","Yes",1,0.42667
42,230680,809,84,2,14.2,12,"High School","Part-time","Single","Yes",0,0.7647
68,88342,650,86,1,14.26,60,"Bachelor's","Full-time","Single","No",0,0.63577
68,233235,494,46,1,12.5,48,"Bachelor's","Unemployed","Divorced","Yes",0,1.06947
26,192408,446,26,4,24.37,36,"Bachelor's","Full-time","Single","Yes",0,0.23514
22,31303,787,37,4,3.59,36,"High School","Part-time","Married","Yes",0,1.27506
35,150792,448,91,3,22.3,60,"Bachelor's","Full-time","Single","No",0,0.84192
24,80946,548,9,2,2.17,60,"Bachelor's","Self-employed","Divorced","Yes",0,0.34176
51,239148,430,29,4,11.57,48,"PhD","Self-employed","Divorced","Yes",0,0.95998
61,113540,635,80,1,9.39,24,"High School","Self-employed","Single","Yes",0,0.27797
56,227605,597,99,4,17.14,12,"Master's","Part-time","Single","Yes",0,1.25578
58,150740,606,10,3,3.82,60,"Master's","Part-time","Divorced","No",0,0.70311
57,7805,470,99,4,4.18,36,"High School","Self-employed","Married","Yes",0,0.6545
47,138330,626,58,3,3.77,60,"Master's","Self-employed","Divorced","Yes",0,0.56629
52,237868,576,56,2,3.85,12,"PhD","Unemployed","Single","Yes",0,0.43593
67,144659,390,86,1,5.43,24,"PhD","Full-time","Divorced","Yes",0,1.29207
43,12244,446,84,4,13.57,60,"Master's","Self-employed","Single","No",0,0.28072
